치매센터명,치매센터유형,소재지도로명주소,소재지지번주소,위도,경도,설립연월,건축물면적,부대시설정보,의사인원수,간호사인원수,사회복지사인원수,기타인원현황,운영기관명,운영기관대표자명,운영기관전화번호,운영위탁일자,주요치매관리프로그램소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
관악구치매안심센터,치매안심센터,서울특별시 관악구 관악로 145 관악구청 별관 3층,서울특별시 관악구 봉천동 1570-1 관악구청 별관 3층,37.47864563,126.9509331,2008-12,495.73,사무실(1)+검진상담실(4)+교육실(2)+프로그램실(1)+가족카페(1)+기타(난곡치매안심분소),0,8,3,작업치료사(4),서울특별시 관악구보건소,최정화,02-879-4910,,치매조기검진 및 등록관리+치매예방 및 인식개선+치매의료비 지원+인지건강프로그램 및 치매환자쉼터 운영+치매환자 가족지원,02-879-7141,서울특별시 관악구보건소,2025-11-13,3200000,서울특별시 관악구
광주광역시북구치매안심센터,치매안심센터,광주광역시 북구 북문대로 234(동림동),광주광역시 북구 동림동 1156-3,35.18696192,126.8668762,2019-09,,,1,13,1,행정(2)+청사환경관리(1),광주광역시 북구 보건소,김은숙,062-410-8124,,치매조기검진+치매치료비지원+조호물품 지원+인식표배부 등,062-410-8124,광주광역시 북구 보건소,2025-11-28,3620000,광주광역시 북구
서구 치매안심센터,치매안심센터,광주광역시 서구 상무대로884번길 17-20 (쌍촌동),광주광역시 서구 쌍촌동 1004-13,35.148879,126.860306,2019-09,499,,1,11,1,행정직2+보건직3+의료기술직1+임상심리사2+작업치료사1,광주광역시 서구 치매안심센터,이원구,062-350-4759,,치매조기검진+치료관리비 지원+치매환자맞춤형사례관리+치매인식개선홍보캠페인등,062-350-4759,광주광역시 서구 치매안심센터,2025-11-27,3600000,광주광역시 서구
서천군 치매안심센터,치매안심센터,충청남도 서천군 서천읍 사곡길 20-2,충청남도 서천군 서천읍 군사리 803,36.0817289,126.6887353,2019-12,906,사무실(1)+강당(1)+카페(1)+프로그램실(2),0,12,1,,서천군보건소,나성구,041-950-6741,,치매환자등록관리사업+치매조기검진사업+치매치료비지원사업+치매환자쉼터,041-950-6719,충청남도 서천군청,2025-11-28,4580000,충청남도 서천군
동작구치매안심센터,치매안심센터,서울특별시 동작구 남부순환로 2025,서울특별시 동작구 사당동 1049-11,37.47643044,126.9736106,2023-08,922.8,검진실+프로그램실+쉼터+상담실 등,2,8,3,행정(8),서울특별시 보라매병원,이재협,02-598-6088,2009-08-27,치매환자 상담 및 등록관리+치매조기검진+치매예방관리+치매환자쉼터운영+치매가족지원+치매인식개선및교육홍보+치매안심마을운영,02-820-9582,서울특별시 동작구보건소,2025-12-04,3190000,서울특별시 동작구
남동구보건소치매안심센터,치매안심센터,인천광역시 남동구 소래로 633,인천광역시 남동구 만수동 1008(남동구보건소),37.4473902,126.7306784,2019-01,,,0,19,1,임상심리사(1)+작업치료사(2)+기타(13),남동구보건소,,032-453-5910,,치매예방교육+인지강화 프로그램+쉼터 프로그램+찾아가는 치매예방교육 및 선별검사,032-453-5812,인천광역시 남동구 치매정신건강과,2025-11-20,3530000,인천광역시 남동구
경상남도 진주시 치매안심센터,치매안심센터,"경상남도 진주시 월아산로 2026, 서부청사 1층","경상남도 진주시 초전동 348-2, 서부청사 1층",35.21469804,128.122903,2018-12,,,3,20,1,간호조무사(1)+작업치료사(1),진주시보건소,황혜경,055-749-5778,,치매선별 및 진단검사+치매안심센터 쉼터운영+치매극복의 날 행사+치매파트너+파트너플러스+치매안심마을 운영,055-749-5778,진주시보건소,2025-12-04,5310000,경상남도 진주시
강북구치매안심센터,치매안심센터,"서울특별시 강북구 오현로 208, 번동3단지 세대복합형 복지주택 1층",서울특별시 강북구 번동 237,37.6296739,127.0411454,2023-06,271,사무실+프로그램실+검진실 등,0,2,2,작업치료사(1)+행정요원(1),고려대학교의료원 안암병원,이찬녕,02-991-9832,2024-01-01,조기검진+쉼터+가족지원+인식개선 등치매검진+치매치료비+조호물품+배회인식표+가족모임+인지건강센터+기억친구 등,02-901-7768,강북구 보건소,2025-12-05,3080000,서울특별시 강북구
강북구치매안심센터,치매안심센터,"서울특별시 강북구 삼양로 335-1, 수유보건지소 2층",서울특별시 강북구 수유동 472-31,37.63340541,127.0171111,2009-08,415.03,사무실+프로그램실+검진실+강당+주차장 등,1,2,5,작업치료사(5)+임상심리사(1),고려대학교의료원 안암병원,이찬녕,02-991-9831,2024-01-01,조기검진+쉼터+가족지원+인식개선 등치매검진+치매치료비+조호물품+배회인식표+가족모임+인지건강센터+기억친구 등,02-901-7768,강북구 보건소,2025-12-05,3080000,서울특별시 강북구
갈매치매안심실(분소),치매안심센터,"경기도 구리시 갈매중앙로 80, 갈매동 복합청사 3층",경기도 구리시 갈매동 583-1,37.63144308,127.1177774,2023-01,84,,0,1,0,작업치료사(1),경기도 구리시보건소,김은주,031-550-8313,,치매조기검진+치매쉼터운영+치매환자지원서비스,031-550-8312,경기도 구리시청,2025-12-08,3980000,경기도 구리시
구리시 치매안심센터,치매안심센터,"경기도 구리시 건원대로 34번길 84, 구리시보건소 4층",경기도 구리시 인창동 674-3,37.60477675,127.1450794,2019-12,330,,1,7,1,보건직(1)+임상심리사(2)+작업치료사(3)+요양보호사(1),경기도 구리시보건소,김은주,031-550-8313,,치매쉼터 운영+치매조기검진+인지재활프로그램 운영+가족카페 운영+치매공공후견사업+치매환자지원서비스+치매극복의날 기념행사,031-550-8312,경기도 구리시청,2025-12-08,3980000,경기도 구리시
동구치매안심센터,치매안심센터,"광주광역시 동구 서남로 14, 7층","광주광역시 동구 서남로 14, 7층",35.14495168,126.9231621,2018-09,610.34,사무실(1)+검진실(2)+상담실(1)+사랑방(1)+프로그램실(1)+대회의실(1)+가족카페(1)+옥상정원(1),1,11,1,행정(1)+작업치료사(2)+물리치료사(1),광주광역시 동구보건소,심옥선,062-608-3490,,치매예방관리(조기검진+예방교육+인식개선)+치매등록관리(상담+사례관리+프로그램),062-608-3471,광주광역시 동구보건소,2024-09-20,3590000,광주광역시 동구
무주군치매안심센터,치매안심센터,전북특별자치도 무주군 무주읍 한풍루로413,전북특별자치도 무주군 무주읍 당산리 701,36.005882,127.6716991,2018-07,309,사무실+프로그램실,1,6,1,"공무원(2),공무직(1)",무주군보건의료원,홍찬표,063-320-8601,,치매예방+인지강화+인지재활,,전북특별자치도 무주군보건의료원,2025-08-18,4741000,전북특별자치도 무주군
해운대구치매안심센터,치매안심센터,부산광역시 해운대구 양운로 37번길 59 별관 4층,부산광역시 해운대구 좌동 1339 별관 4층,35.16410942,129.1786558,2017-12,630,진료실(1)+교육상담실(1)+검진실(2)+프로그램실(1)+대기실(1)+가족카페(1)+사무실(1),4,15,2,임상심리사(1)+작업치료사(2)+행정(1),해운대구보건소,안여현,051-749-0770,,"치매조기검진(선별,정밀)+치매환자 상담 및 등록관리+조호물품지원+치매치료비지원+치매환자 공공후견인지원+치매예방교실+인지강화교실+인지재활교실+가족교실(헤아림)+가족모임지원 등",051-749-7572,부산광역시 해운대구청,2025-07-14,3330000,부산광역시 해운대구
거창군치매안심센터,치매안심센터,경상남도 거창군 거창읍 거함대로 3079,경상남도 거창군 거창읍 송정리 1095,35.6809363,127.8987274,2018-10,592.65,사무실2+쉼터+프로그램실+진료실+상담실,0,10,3,,거창군 보건소,정세환,055-940-7910,,치매환자 상담 및 등록 관리+치매 조기검진 및 진단+치매치료관리비 지원+치매환자 조호물품지원+노인성 질환자 위생용품 지원+치매 실종예방·배회감지기 지원+치매 안심 프로그램 운영 치매파트너 양성+치매극복 선도기관 지정+치매환자 공공 후견 지원+인식개선 및 홍보 사업+치매예방교육 등,055-940-7910,경상남도 거창군청,2025-07-01,5470000,경상남도 거창군
군위군치매안심센터,치매안심센터,대구광역시 군위군 군위읍 군청로 70,대구광역시 군위군 군위읍 동부리 676-3 군위군치매안심센터,36.22951326,128.5697884,2019-12,330,단기치매쉼터+치매가족카페+교육실+검진실+사무실,1,6,2,,군위군보건소,윤영국,054-380-7491,,상담및등록관리사업+치매조기검진사업+치매예방관리사업+치매환자쉼터+치매지원서비스관리(치매치료관리비 지원)+치매안심마을운영+맞춤형사례관리사업+치매가족및보호자지원사업+치매인식개선 홍보,054-380-7423,대구광역시 군위군청,2025-07-17,5141000,대구광역시 군위군
경산시 치매안심센터,치매안심센터,경상북도 경산시 남매로 158,경상북도 경산시 중방동 708-5,35.82511247,128.7432823,2019-09,,진료실+검사실(3)+교육상담실+심리검사실+자원봉사자실+탕비실+물품보관실+문서고+프로그램실(3)+사무실+가족카페+카페사랑방 등,2,14,2,행정(3)+작업치료사(2),경산시보건소,안병숙,053-810-6435,,"치매선별검진, 우리마을 예쁜 치매쉼터",053-810-6418,경상북도 경산시보건소,2025-07-18,5130000,경상북도 경산시
부천시치매안심센터,치매안심센터,경기도 부천시 원미구 길주로 410,경기도 부천시 원미구 춘의동 163-7,37.50363121,126.7880203,2019-12,98.72,,0,12,3,작업치료사(2)+행정(1),부천시보건소,김은옥,032-625-4421,,치매환자의 등록·관리+치매의 예방·교육 및 홍보+치매조기검진,032-625-4421,경기도 부천시청,2025-06-24,3860000,경기도 부천시
경기도 과천시 치매안심센터,치매안심센터,경기도 과천시 관문로 69 과천시 보건소 1층,경기도 과천시 중앙동 1-3 과천시 보건소 1층,37.4292013,126.9834908,2018-11,2838,상담실(2)+가족카페(1)+프로그램실(2),1,5,2,작업치료사(2)+임상심리사(1),과천시보건소,오상근,02-2150-3596,,치매상담+등록관리+조기검진+단기쉼터운영+가족지원+실종예방지원+인식개선사업+조호물품 및 치매치료관리비 지원+치매예방교실+치매가족교실+치매파트너교육+치매공공후견인 발굴+치매안심마을+맞춤형사례관리+고위험군 인지강화교실 운영 등,02-2150-3596,경기도 과천시청,2025-06-23,3970000,경기도 과천시
부산진구치매안심센터,치매안심센터,부산광역시 부산진구 새싹로253,부산광역시 부산진구 초읍동 278-8,35.178777,129.0475494,2018-12,548.48,,0,10,6,"작업치료사(2),임상심리사(1)",부산광역시 부산진구청,김영욱,051-605-6107,,치매조기검진+치매대상자 등록관리+치매치료관리비지원+치매인식개선 및 홍보 등,051-605-6107,부산진구보건소,2025-06-30,3290000,부산광역시 부산진구
광주광역시광역치매센터,광역치매센터,"광주광역시 동구 제봉로 27, 한일빌딩 4층",,35.1411286,126.9211291,2017-01,0,0,1,3,3,1(작업치료사),전남대학교병원,신일선,062-226-2181,2025-01-01,치매극복의날 기념행사+한마음 치매극복 걷기행사+치매예방교육 및 시민건강강좌+치매관련종사자 교육 등,,광주광역시청,2025-06-20,6290000,광주광역시
속초시치매안심센터,치매안심센터,강원특별자치도 속초시 수복로 36,강원특별자치도 속초시 교동 980,38.196194,128.5759527,2018-12,333,사무실(1)+조기검진실(1)+기억채움실(1)+카페(1)+쉼터(1)+로비(1),1,6,1,사회복무(1)+대체인력(1),강원특별자치도 속초시 보건소,이상현,033-639-2071,2018-12-27,치매조기검진+어울림 쉼터 인지재활 프로그램+인지강화 프로그램+경로당 치매예방 프로그램+치매가족  헤아림 프로그램+치매가족 헤아림 교육+자조모임 사랑회 운영+치매치료관리비 지원,033-639-2926,강원특별자치도 속초시 보건소,2025-06-25,4231000,강원특별자치도 속초시
순창군 치매안심센터,치매안심센터,전라북도 순창군 순창읍 교성로 135,전라북도 순창군 순창읍 교성리 418,35.36710476,127.1436245,2017-12,82.64,화장실+회의실,1,2,0,1,전라북도 순창군 보건의료원,정영곤,063-650-5247,,찾아가는 경로당 치매예방교실+치매고위험군 인지증진프로그램+치매가족지지 프로그램 헤아림+치매조기검진,063-650-5247,전라북도 순창군 보건의료원,2022-06-15,4771000,전북특별자치도 순창군
보성군치매안심센터,치매안심센터,전라남도 보성군 보성읍 갱맹골길 206,전라남도 보성군 보성읍 주봉리 529,34.7664558,127.071271,2017-01,344,사무실+검진실+가족카페+쉼터+프로그램실+상담실,2,8,0,2,전라남도 보성군보건소,김학성,061-850-8695,2018-11-27,치매조기검진 및 등록 관리+치매예방교실+조호물품제공 등,061-853-4000,전라남도 보성군보건소,2025-08-12,4890000,전라남도 보성군
포항시북구치매안심센터,치매안심센터,경상북도 포항시 북구 삼흥로 96(장성동),경상북도 포항시 북구 장성동 1363-3,36.07072182,129.3797119,2019-12,1256.95,인지검사실+치매가족카페+사무실+프로그램실+상담실,2,13,5,임상심리사(1)+작업치료사(4)+비약물치료사(1),포항시북구보건소,,054-270-8951,,치매무료검진+상담 및 등록+치매예방교실 및 치매환지쉼터 프로그램 운영+치매치료관리비지원+조호물품 제공+맞춤형사례관리+실종노인의 발생예방 및 찾기 사업+ 치매가족교실 운영+치매극복의 날 기념행사+치매서포터즈 교육,054-270-4114,포항시 북구보건소,2025-08-12,5020000,경상북도 포항시
포항시남구치매안심센터,치매안심센터,경상북도 포항시 남구 오천읍 남원로 43,경상북도 포항시 남구 오천읍 원리 896,35.9704125,129.405147,2019-12,987.52,인지검사실+치매가족카페+사무실+프로그램실+상담실,2,12,5,임상심리사(1)+작업치료사(4)+간호조무사(1),포항시남구보건소,,054-270-8901,,치매무료검진+치매극복의 날 기념행사+치매서포터즈 교육+상담 및 등록+치매예방교실 및 치매환지쉼터 프로그램 운영+치매치료관리비지원+조호물품 제공+맞춤형사례관리+실종노인의 발생예방 및 찾기 사업+치매가족교실 운영,054-270-4004,포항시 남구보건소,2025-08-12,5020000,경상북도 포항시
대전광역시유성구치매안심센터,치매안심센터,"대전광역시 유성구 박산로 177, 1층",대전광역시 유성구 구암동 91-6,36.3538097,127.3286392,2018-05,380.83,사무실(1)+프로그램실(3)+검사실(4)+센터(1),0,6,3,작업치료사(3)+임상심리사(1),유성구보건소,김주연,042-611-5018,,치매조기검진+치매환자 인지프로그램+가족지원사업+치매극복의 날 기념행사 등,042-611-5121,대전광역시 유성구청,2025-06-10,3670000,대전광역시 유성구
인천광역시 동구 구립 치매전담형 주간보호센터 동구동락,치매안심센터,인천광역시 동구 방축로 193,인천광역시 동구 송림동 297-20,37.47927144,126.6661296,2022-12,421.42,사무실(1)+생활실(1)+프로그램실(1)+물리치료실(1)+목욕실(1)+세탁실(1)+식당(1)+침실(2),0,2,1,요양보호사(6)+운전원(1),인천광역시 의료원,조승연,032-575-0019,2022-01-01,치매환자 신체활동 지원+기능 회복훈련+건강 및 간호관리+인지관리+치매환자와 가족에 대한 교육 및 지원,032-760-4942,인천광역시 동구보건소,2025-06-05,3500000,인천광역시 동구
인천광역시 동구 치매안심센터,치매안심센터,인천광역시 동구 방축로 193,인천광역시 동구 송림동 297-20,37.47927144,126.6661296,2021-12,1062.67,검사실(1)+진료실(1)+상담실(1)+가족카페(1)+프로그램실(3)+사무실(1)+회의실(1)+교육실(1),0,7,2,임상심리사(1)+기타(9),인천광역시 동구보건소,임미숙,032-772-6307,,상담 및 등록관리+치매 조기검진+치매예방관리+치매환자 쉼터 운영+치매지원 서비스+치매가족 및 보호자 지원사업+치매 인식개선 및 교육·홍보 사업+치매 안심마을 운영,032-772-6307,인천광역시 동구보건소,2025-06-05,3500000,인천광역시 동구
하동군치매안심센터,치매안심센터,경상남도 하동군 횡천면 경서대로 1189,경상남도 하동군 횡천면 횡천리 575-3,35.1097955,127.815102,2018-12,,상담실+사무실+가족카페+프로그램운영실+치매환자쉼터,0,9,3,행정(2)+작업치료사(2)+송영일반(1),경상남도 하동군 보건소,장성훈,055-880-6850,,쉼터운영+치매예방교실운영+치매상담등록관리+치매안심마을운영+치매조기검진+치매환자맞춤형사례관리+치매환자가족프로그램운영+인지강화교실운영+치매파트너 양성,055-882-4000,경상남도 하동군 보건소,2025-05-20,5440000,경상남도 하동군
중구 치매안심센터,치매안심센터,서울특별시 중구 퇴계로 460(신당동) 유락종합사회복지관 11층,서울특별시 중구 신당동 160-2  유락종합사회복지관,37.565091,127.022785,2009-06,53486,,1,8,5,작업치료사(3),국립중앙의료원,,02-2238-3400,2009-06-01,"치매선별검사+맞춤형 치매예방 프로그램+지매환자 약제비, 검사비 지원 + 가족 지원(힐링 프로그램, 자조모임, 교육)+조호물품지원+인식개선사업 등",02-3396-6473,서울특별시 중구보건소,2025-06-04,3010000,서울특별시 중구
대전광역치매센터,광역치매센터,대전광역시 중구 문화로 282,대전광역시 중구 대사동 640,36.31684464,127.4153053,2019-03,217.55,"센터장실, 행정실, 프로그램A,B 상담AB실, 치매사업프로그램준비실",1,1,3,4,충남대학교병원,송민호,042-280-8968,2017-01-01,"치매관리 인프라/네트워크 구축,대국민인식개선사업, 교육,연구,조호사업",042-280-8968,충남대학교병원,2020-12-14,6300000,대전광역시
완도군치매안심센터,치매안심센터,전라남도 완도군 완도읍 농공단지길 34,전라남도 완도군 완도읍 죽청리 483-8,34.33582329,126.731327,2018-12,,,1,5,3,2,완도군보건의료원,김선종,061-550-5810,,치매조기검진 치매예방관리사업 치매사례관리 치매인식개선 및 홍보 치매공공후견인 치매치료관리비 지원사업,061-550-5810,완도군,2021-10-14,4990000,전라남도 완도군
강동구치매안심센터,치매안심센터,서울특별시 강동구 성내로 45,서울특별시 강동구 성내동 541-2,37.52954199,127.1255855,2007-01,682,,1,9,6,작업치료사(4),강동성심병원,송홍기,02-489-1130,2019-01-01,"치매예방및인식개선,치매조기검진,치매및고위험인지재활프로그램(인지건강센터),경증치매노인기억키움학교프로그램,치매치료비지원,치매지역자원강화 등",02-3425-6773,강동구보건소,2023-08-18,3240000,서울특별시 강동구
덕양구보건소치매안심센터,치매안심센터,경기도 고양시 덕양구 은빛로 72,경기도 고양시 덕양구 화정동 958,37.63712639,126.8360076,2018-07,171.88,,1,8,2,작업치료사(4)+물리치료사(1)+임상병리사(1),덕양구보건소,심평수,031-8075-4800,,치매선별검사 및 진단검사 실시+치매환자등록ㆍ조호물품ㆍ치매치료관리비 지원+경증 치매환자 쉼터 운영+치매예방 프로그램 운영+치매 안심마을 운영+치매 인식개선사업+치매환자 실종예방사업,031-8075-4800,덕양구보건소 치매안심센터,2025-09-10,3940000,경기도 고양시
양주시 서부 치매안심센터(분소),치매안심센터,경기도 양주시 광적면 부흥로 618번길 303,경기도 양주시 광적면 광석리 132,37.81249969,126.9723072,2022-12,1096,쉼터+가족카페+원예치료실등,0,4,0,작업치료사(1)+송영(1),양주시보건소,김정은,031-8082-4388,2019-12-30,치매조기검진+치매예방프로그램+치매환자 쉼터+치매가족지원사업+치매약제비 지원+조호용품등 지원,031-8082-7100,경기도 양주시청 건강증진과 건강증진과,2025-09-12,5590000,경기도 양주시
양주시 치매안심센터,치매안심센터,경기도 양주시 화합로1426번길 90,경기도 양주시 덕정동 206,37.83814235,127.0680351,2022-12,605,쉼터+가족카페+원예치료실등,1,9,1,작업치료사(1)+행정(1),양주시보건소,김정은,031-8082-7147,2019-05-15,치매조기검진+치매예방프로그램+치매환자 쉼터+치매가족지원사업+치매약제비 지원+조호용품등 지원,031-8082-7100,경기도 양주시청 건강증진과 건강증진과,2025-09-12,5590000,경기도 양주시
신곡치매안심센터,치매안심센터,"경기도 의정부시 신곡로 71, 3층 (신곡동, 신곡1동 행정복지센터)",,37.73309574,127.0562161,2018-12,284.59,,0,2,0,작업치료사(1)+물리치료사(1),의정부시 보건소,장연국,031-870-6181,,무료치매선별검사+ 치매상담+ 치매예방교육+ 재가치매환자 조호물품 지원+ 치매치료관리비 지원+ 치매 극복의 날 기념행사 등,031-870-6121,의정부시 보건소,2025-09-12,3820000,경기도 의정부시
서초구치매안심센터,치매안심센터,"서울특별시 서초구 염곡말길 9, 4층(염곡동, 내곡느티나무쉼터)",서울특별시 서초구 염곡동 180-2,37.46182487,127.0506972,2008-12,801.12,사무실(1)+검진실(3)+교육상담실(1)+프로그램실(2)+쉼터기억키움학교(1)+교육실(1)+인지카페(1)+안심하우스(1)+준비실(1),1,8,6,작업치료사(7),가톨릭대학교서울성모병원,강동우,02-591-1833,2024-01-01,"무료치매검사, 고도화장비기반 치매검사, 인지건강프로그램, 치매환자 가족교육 및 지지프로그램, 안심하우스 및 기억키움학교 운영, 치매 홍보서포터즈 운영 등",02-2155-8081,서울특별시 서초구보건소,2025-08-05,3210000,서울특별시 서초구
청도군치매안심센터,치매안심센터,경상북도 청도군 화양읍 산성강변길 472,경상북도 청도군 화양읍 송북리 45,35.654342,128.7381579,2019-12,454.51,사무실+교육+상담실+검진실+쉼터 및 가족카페,0,4,2,비약물치료사(1)+간호조무사(1)+작업치료사(1)+임상심리사(1)+간호사(2)+사회복지사(2)+청사관리(1),청도군보건소,남중구,054-370-6470,,치매진단등록+환자쉼터+인지재활치료+비약물치료,054-370-6564,청도군치매안심센터,2025-08-11,5190000,경상북도 청도군
서울특별시 중랑구치매안심센터,치매안심센터,"서울특별시 중랑구 봉화산로 190 ,신내2동 중랑구청 제2청사 4층,6층",서울특별시 중랑구 신내동 665,37.60626485,127.094136,2023-01,499.84,사무실(1)+강당(1)+진료실(1)+인지검사실(4)+창고(2)+프로그램실(4),1,11,3,작업치료사(7),서울북부병원,이용주,02-435-7540,2023-01-01,치매조기검진+치매예방등록관리+지역사회자원강화,02-2094-0869,서울특별시청+중랑구보건소,2025-08-11,3060000,서울특별시 중랑구
보은군치매안심센터,치매안심센터,충청북도 보은군 보은읍 임업길 22,충청북도 보은군 보은읍 삼산리 172-2,36.48703402,127.7155518,2019-06,764.66,사무실+프로그램실+교육실+쉼터,0,8,4,치위생사(1)+물리치료사(1)+영양사(1)+임상심리사(1),보은군치매안심센터,홍종란,043-540-5642,,인지재활프로그램+예방프로그램+쉼터운영,043-540-5642,충청북도 보은군보건소,2024-11-29,4420000,충청북도 보은군
울진군 치매안심센터,치매안심센터,경상북도 울진군 울진읍 읍내8길 61-8,경상북도 울진군 울진읍 읍내리 563-5,36.99621755,129.4045994,2017-11,320,"사무실1,상담실1,카페1,프로그램실1",0,6,7,작업치료사(1),울진군보건소 치매안심센터,정대교,054-789-5025,,치매치매조기검진 및 대상자 등록관리+인지강화프로그램 및 치매가족프로그램 운영+치매서포터즈 양성,054-789-5000,울진군보건소,2024-07-31,5250000,경상북도 울진군
순천시치매안심센터,치매안심센터,전라남도 순천시 중앙로 232,전라남도 순천시 석현동 35-6,34.966691,127.486072,2024-09,454.85,1층(검진실2+다목적실+돌봄실+가족카페+비품실+진단실+기억PC방+청춘운동실)/2층(사무실+기억친구실+가족교실+두뇌놀이터+문서고),0,8,2,물리치료사(1)+작업치료사(1),순천시보건소,김지식,061-749-8888,,"인지재활프로그램, 기억력 검사 등",061-749-3612,순천시보건소,2024-11-26,4820000,전라남도 순천시
곡성군치매안심센터,치매안심센터,전라남도 곡성군 곡성읍 곡성로854,전라남도 곡성군 곡성읍 읍내리 220,35.27886716,127.2969046,2019-09,342.72,,0,7,1,행정업무(1),전라남도 곡성군청,,061-360-8981,2019-09-10,등록관리+쉼터+예방 등,061-360-8980,전라남도 곡성군청,2024-12-04,4860000,전라남도 곡성군
도봉구치매안심센터,치매상담전화센터,"서울특별시 도봉구 마들로 650(도봉월드상가 3,4층)",서울특별시 도봉구 방학동720-33 도봉월드상가 3층 4층,37.66802835,127.047065,2008-01,701.96,"상담실1, 검진실3, 프로그램실3, 사무실1",1,7,3,작업치료사(6),서울노보스병원,오승용,02-955-3591,2023-01-01,"치매환자의 등록·관리, 치매의 예방·교육 및 홍보, 치매조기검진 등",02-2091-4562,서울특별시 도봉구보건소,2024-12-06,3090000,서울특별시 도봉구
대덕구치매안심센터,치매안심센터,대전광역시 대덕구 동춘당로 187,대전광역시 대덕구 법동 192-1,36.36720857,127.4308384,2019-07,487,"사무실, 상담실, 검진실, 프로그램실, 가족카페 등",1,8,1,5,대덕구보건소,김주연,042-608-4491,2018-07-20,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-608-4491,대덕구보건소,2020-12-14,6300000,대전광역시
유성구치매안심센터,치매안심센터,대전광역시 유성구 박산로 177,대전광역시 유성구 구암동 91-6,36.354491,127.328811,2020-11,457,"사무실, 상담실, 검진실, 프로그램실, 가족카페 등",1,7,3,4,유성구보건소,신현정,042-611-5112,2018-05-31,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-611-5112,유성구보건소,2020-12-14,6300000,대전광역시
서구치매안심센터,치매안심센터,대전광역시 서구 둔산서로 100,대전광역시 서구 둔산동 1300,36.355071,127.3833597,2019-04,711,"사무실, 상담실, 검진실, 프로그램실, 가족카페 등",1,11,4,4,서구보건소,박경용,042-288-4470,2018-04-24,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-288-4470,서구보건소,2020-12-14,6300000,대전광역시
중구치매안심센터,치매안심센터,대전광역시 중구 중앙로 100,대전광역시 중구 대흥동 499-1,36.32557592,127.4212943,2019-08,647,"사무실, 상담실, 검진실, 프로그램실, 가족카페 등",1,4,1,4,중구보건소,구기희,042-288-8180,2018-08-20,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-288-8180,중구보건소,2020-12-14,6300000,대전광역시
동구치매안심센터,치매안심센터,대전광역시 동구 현암로 22,대전광역시 동구 삼성동 374-1,36.34298597,127.4204612,2019-04,669,"사무실, 상담실, 검진실, 프로그램실, 가족카페 등",1,8,3,6,동구보건소,장선애,042-621-6011,2018-04-10,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-621-6011,동구보건소,2020-12-14,6300000,대전광역시
강진군치매안심센터,치매안심센터,전라남도 강진군 강진읍 목리길 11,,34.638335,126.775711,2019-10,399,사무실(1)+가족카페(1)+교육실(1)+쉼터(1)+검진실(1)+상담실(1)+프로그램실(1),2,6,2,공무원(1)+작업치료사(2),강진군보건소,,061-430-5294,,치매조기검진+쉼터+찾아가는 치매예방교실+기억채움교실,061-430-5294,강진군보건소,2025-11-19,4920000,전라남도 강진군
장흥군보건소 치매안심센터,치매안심센터,전라남도 장흥군 장흥읍 동교1길 13,전라남도 장흥군 장흥읍 건산리 752-1,34.6770039,126.907038,2018-12,692,사무실+상담실+검진실+프로그램실+치매카페+쉼터,0,2,7,간호조무사(1),장흥군보건소,,061-860-6498,,"치매예방 및 인식개선(교육, 홍보, 선도기관, 파트너양성)+치매조기검진(선별, 진단,정밀)+치매예방등록사업(상담 및 사례관리, 환자 및 가족 지원, 인지강화 프로그램, 에방교실)+치매안심마을 운영+치매쉼터+치매실종예방사업+치매치료비 지원+치매조호물품지원+치매지역사회 지원강화+치매통합관리 정보시스템 구축 운영",061-862-4000,장흥군보건소,2025-11-17,4910000,전라남도 장흥군
진안군치매안심센터,치매안심센터,전북특별자치도 진안군 진안읍 진무로 1189,,35.79730854,127.4347748,2018-10,358,,1,10,3,작업치료사(1)+조무사(1),진안군보건소,,063-430-8582,,치매조기검진+치매의료비지원+치매극복의날 기념행사+한마음 치매극복 걷기대회+치매환자 및 가족 프로그램+치매인식개선사업+치매안심마을운영+치매공공후견인사업+치매파트너 및 파트너플러스 양성+치매극복선도단체+맞춤형 돌봄 사례 등관리+실종예방사업+쉼터운영+조호물품지원 등,,전북특별자치도 진안군청,2025-11-18,4731000,전북특별자치도 진안군
강릉시치매안심센터,치매안심센터,"강원특별자치도 강릉시 남부로17번길 38, 내곡동",강원특별자치도 강릉시 내곡동 413,37.74287093,128.8827493,2019-12,3602.26,사무실+검진실+상담실+쉼터+가족카페+프로그램실,0,20,3,"보건(1),행정(1)",강릉시 보건소,,033-660-3048,,등록관리+조기검진+예방관리+가족지원+인식개선 및 홍보,033-660-3081,강원특별자치도 강릉시청,2025-11-18,4201000,강원특별자치도 강릉시
