시설명,시설유형,소재지도로명주소,소재지지번주소,위도,경도,영업상태명,전화번호,건립일자,건물면적,관리기관명,데이터기준일자,제공기관코드,제공기관명
해뜰마을경로당,경로당,강원특별자치도 동해시 동문산2길 7 (발한동),강원특별자치도 동해시 발한동 329-15,37.5525218,129.106966,영업,000-0000-0000,2019-04-02,52,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
현대썬앤빌아파트경로당,경로당,강원특별자치도 동해시 지리골길 31 (발한동),강원특별자치도 동해시 발한동 801,37.54717351,129.1004614,영업,000-0000-0000,2019-04-08,85,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
돌담경로당,경로당,강원특별자치도 동해시 부곡 6길16(부곡동),강원특별자치도 동해시 부곡동 49-19,37.53654861,129.1100128,영업,000-0000-0000,2022-08-24,139,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
삼정2차아파트경로당,경로당,"강원특별자치도 동해시 임항로 55 (부곡동, 삼정상가아파트)",강원특별자치도 동해시 부곡동 126-1,37.53905447,129.1077794,영업,000-0000-0000,2018-04-18,69,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
동화아파트경로당,경로당,강원특별자치도 동해시 발한로 31-5 (부곡동),강원특별자치도 동해시 부곡동 95-22,37.53486484,129.1035122,영업,000-0000-0000,2015-05-06,73,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
스위첸아파트경로당,경로당,"강원특별자치도 동해시 효자로 631, 104동",강원특별자치도 동해시 동회동 459,37.49228868,129.1021948,영업,000-0000-0000,2024-07-02,126,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
효자경로당,경로당,강원특별자치도 동해시 효자남길 52-5(동회동),강원특별자치도 동해시 동회동 54-2,37.49062764,129.1088936,영업,000-0000-0000,2024-01-24,115,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
아델리움아파트경로당,경로당,강원특별자치도 동해시 효가1로 58 (효가동),강원특별자치도 동해시 효가동 488,37.49479907,129.1142438,영업,000-0000-0000,2021-12-07,125,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
청운경로당,경로당,강원특별자치도 동해시 청운3길 34-1 (쇄운동),강원특별자치도 동해시 쇄운동 80-29,37.48482798,129.0987114,영업,000-0000-0000,2019-05-21,100,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
아름다운아침아파트 경로당,경로당,강원특별자치도 동해시 효자로 572-1 (쇄운동),강원특별자치도 동해시 쇄운동 1100,37.48767575,129.0991066,영업,000-0000-0000,2015-03-02,79,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
늘푸른경로당,경로당,강원특별자치도 동해시 동해항 2길 16 (송정동),강원특별자치도 동해시 송정동 849-24,37.49892264,129.1278644,영업,000-0000-0000,2022-08-24,107,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
이안아파트경로당,경로당,강원특별자치도 동해시 천곡로 5 (천곡동),강원특별자치도 동해시 천곡동 788,37.5263875,129.1060995,영업,000-0000-0000,2023-10-16,69,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
금호어울림라포레경로당,경로당,강원특별자치도 동해시 항골길 65 (천곡동),강원특별자치도 동해시 천곡동 1111,37.52387832,129.1004333,영업,000-0000-0000,2022-06-07,121,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
ES아뜨리움아파트 경로당,경로당,강원특별자치도 동해시 평릉길 21-1 (천곡동),강원특별자치도 동해시 천곡동 1105,37.52720166,129.0994875,영업,000-0000-0000,2020-06-10,113,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
시영아파트경로당,경로당,"강원특별자치도 동해시 동굴로 26-1, 상가2층 201호 (천곡동)",강원특별자치도 동해시 천곡동 1004-1,37.51599877,129.1074945,영업,000-0000-0000,2019-01-04,83,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
엘리시아아파트경로당,경로당,강원특별자치도 동해시 평원로 107 (평릉동),강원특별자치도 동해시 평릉동 450,37.53212953,129.1113526,영업,000-0000-0000,2017-06-12,69,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
평릉코아루경로당,경로당,강원특별자치도 동해시 평원로 100 (평릉동),강원특별자치도 동해시 평릉동 456,37.5319626,129.1140511,영업,000-0000-0000,2015-07-08,112,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
하나리움아파트경로당,경로당,"강원특별자치도 동해시 평원로115, 104동 (평릉동,하나리움아파트)",강원특별자치도 동해시 평릉동 449,37.53349389,129.1119854,영업,000-0000-0000,2011-01-27,149,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
항골경로당,경로당,강원특별자치도 동해시 항골길 8 (천곡동),강원특별자치도 동해시 천곡동 1084-23,37.5248467,129.1062564,영업,033-535-5506,2015-07-21,98,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
매동경로당,경로당,강원특별자치도 동해시 가마골길33 (부곡동),강원특별자치도 동해시 부곡동 173-6,37.53678458,129.1007847,영업,033-535-3806,1996-01-16,118,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
샘실8단지경로당,경로당,강원특별자치도 동해시 샘실1길43 (천곡동),강원특별자치도 동해시 천곡동 411-1,37.52134096,129.1070357,영업,033-535-3187,2012-01-09,101,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
삼본아파트경로당,경로당,"강원특별자치도 동해시 해맞이길231, 아파트상가건물 (묵호진동)",강원특별자치도 동해시 묵호진동 1-83,37.55886212,129.1152227,영업,033-535-2589,1998-07-15,54,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
초록경로당,경로당,강원특별자치도 동해시 동굴1길24 (천곡동),강원특별자치도 동해시 천곡동 1035-15,37.5184339,129.113217,영업,033-535-2228,2009-01-10,182,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
주공2차아파트경로당,경로당,강원특별자치도 동해시 한섬로87 (천곡동),강원특별자치도 동해시 천곡동 1060-1,37.52102832,129.1128604,영업,033-535-2105,1991-11-30,50,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
한양1차아파트경로당,경로당,강원특별자치도 동해시 천곡로7 (천곡동),강원특별자치도 동해시 천곡동 791,37.52596283,129.106597,영업,033-535-1427,2012-02-23,85,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
금곡경로당,경로당,강원특별자치도 동해시 삼화로233 (삼화동),강원특별자치도 동해시 삼화동 433-2,37.47701319,129.0481954,영업,033-534-9730,2015-01-26,90,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
삼흥경로당,경로당,강원특별자치도 동해시 월평로133 (이로동),강원특별자치도 동해시 이로동 998-3,37.49686805,129.048102,영업,033-534-9107,2009-01-02,79,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
취병경로당,경로당,강원특별자치도 동해시 효자로404-1 (쇄운동),강원특별자치도 동해시 쇄운동 668-2,37.4821446,129.0821745,영업,033-534-8844,2012-01-18,35,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
부영1차남자경로당,경로당,"전라남도 화순군 화순읍 광덕로 170, 105동 103호 부영","전라남도 화순군 화순읍 만연리 231, 화순 부영아파트",35.06021189,126.993031,영업,,2010-01-01,67,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
부영1차경로당,경로당,전라남도 화순군 화순읍 광덕로 170,"전라남도 화순군 화순읍 만연리 231, 화순 부영아파트",35.06021189,126.993031,영업,,2010-01-01,67,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
만연2구경로당,경로당,전라남도 화순군 화순읍 중주길 10,"전라남도 화순군 화순읍 만연리 135-2, 만연2구마을회관",35.06215333,126.9879473,영업,061-375-7710,2013-10-01,88.56,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
만연1구경로당,경로당,"전라남도 화순군 화순읍 천변좌길 82, 102호 낙원주택","전라남도 화순군 화순읍 만연리 32-1, 낙원주택",35.06253929,126.9899248,영업,,1991-01-12,190.32,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
향청여자경로당,경로당,전라남도 화순군 화순읍 진각로 118-2,전라남도 화순군 화순읍 향청리 115-10,35.06161585,126.9863412,영업,061-372-0056,1900-01-01,116.43,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
향청노인회,경로당,전라남도 화순군 화순읍 진각로 118-2,전라남도 화순군 화순읍 향청리 115-10,35.06161585,126.9863412,영업,061-372-0056,1900-01-01,116.43,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
교리3구경로당,경로당,전라남도 화순군 화순읍 자치샘로 19,전라남도 화순군 화순읍 교리 101-3,35.06260015,126.9834502,영업,,1900-01-01,165.3,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
유창경로당,경로당,"전라남도 화순군 화순읍 대교로 18, 107호 유창허니문맨션","전라남도 화순군 화순읍 교리 200-1, 유창허니문맨션",35.06313205,126.9810325,영업,,2003-01-01,78.54,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
공간A여자경로당,경로당,전라남도 화순군 화순읍 진각로 181-19,"전라남도 화순군 화순읍 교리 70-1, 공간빌리지아파트",35.06703042,126.9842536,영업,,2017-06-01,72.11,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
서라2차여자경로당,경로당,전라남도 화순군 화순읍 진각로 181-20,"전라남도 화순군 화순읍 교리 70-5, 화순2차 서라아파트",35.06787022,126.9857002,영업,,1996-10-01,48.87,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
서라2차경로당,경로당,전라남도 화순군 화순읍 진각로 181-20,"전라남도 화순군 화순읍 교리 70-5, 화순2차 서라아파트",35.06787022,126.9857002,영업,,1996-10-01,48.87,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
공간A남자경로당,경로당,전라남도 화순군 화순읍 진각로 181-19,"전라남도 화순군 화순읍 교리 70-1, 공간빌리지아파트",35.06703042,126.9842536,영업,,2017-06-01,72.11,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
교리남자경로당,경로당,전라남도 화순군 화순읍 대교로 30,"전라남도 화순군 화순읍 교리 197-5, 화순읍교리1구회관",35.06327624,126.9826212,영업,061-374-7949,1971-01-01,113.38,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
교리여자노인당,경로당,전라남도 화순군 화순읍 대교로 30,"전라남도 화순군 화순읍 교리 197-5, 화순읍교리1구회관",35.06327624,126.9826212,영업,061-374-7949,1971-01-01,113.38,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
중앙경로당,경로당,강원특별자치도 동해시 삼화로 27,강원특별자치도 동해시 이로동 33-59,37.4862072,129.0669,영업,000-0000-0000,2025-09-10,107,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
한양수자인아파트경로당,경로당,강원특별자치도 동해시 평릉1길 37-1,강원특별자치도 동해시 천곡동 1103,37.52876464,129.0993857,영업,000-0000-0000,2024-10-14,58.82,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
소학경로당,경로당,강원특별자치도 동해시 삼화로 85-23 (삼화동),강원특별자치도 동해시 삼화동 34-21,37.4829869,129.0621888,영업,000-0000-0000,2015-04-17,104,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
석미모닝아파트경로당,경로당,"강원특별자치도 동해시 해안로 635-5 (발한동, 동해발한석미모닝파크)",강원특별자치도 동해시 발한동 778,37.55672333,129.1026159,영업,000-0000-0000,2016-06-01,90,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
동해아이파크경로당,경로당,강원특별자치도 동해시 배골길 32-4,강원특별자치도 동해시 이도동 751,37.47704229,129.1090425,영업,000-0000-0000,2022-08-24,0,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
더스카이경로당,경로당,강원특별자치도 동해시 동해대로 4833(이도동),강원특별자치도 동해시 이도동 753,37.47721635,129.1116989,영업,000-0000-0000,2021-11-05,125,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
명동경로당,경로당,강원특별자치도 동해시 대동로 139-5 (북평동),강원특별자치도 동해시 북평동 32-2,37.48383889,129.1247049,영업,000-0000-0000,2020-12-11,91,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
북평석미모닝파크경로당,경로당,강원특별자치도 동해시 단봉길40 (북평동),강원특별자치도 동해시 북평동 324,37.47901323,129.1205999,영업,000-0000-0000,2018-09-17,144,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
해오름경로당,경로당,강원특별자치도 동해시 구미택지 6길 14 (구미동),강원특별자치도 동해시 구미동 589-6,37.47849266,129.1282204,영업,000-0000-0000,2018-09-10,99,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
전천 경로당,경로당,강원특별자치도 동해시 구미3길 16 (구미동),강원특별자치도 동해시 구미동 464-3,37.4822117,129.1291121,영업,000-0000-0000,2017-08-25,93,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
강변아파트경로당,경로당,강원특별자치도 동해시 전천로 175-24 (이도동),강원특별자치도 동해시 이도동 302-6,37.4811306,129.1098174,영업,000-0000-0000,2015-04-17,53,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
별빛경로당,경로당,강원특별자치도 동해시 산제골2길 19(묵호진동),강원특별자치도 동해시 묵호진동 88-57,37.55283394,129.1123328,영업,000-0000-0000,2021-11-18,220,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
덕장경로당,경로당,강원특별자치도 동해시 덕장1길47-9 (묵호진동),강원특별자치도 동해시 묵호진동 3-53,37.556268,129.1135977,영업,000-0000-0000,2018-05-14,49,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
해돋이경로당,경로당,강원특별자치도 동해시 부두길 8 (발한동),강원특별자치도 동해시 발한동 80-239,37.54239512,129.1122391,영업,000-0000-0000,2023-07-25,34,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
관사경로당,경로당,강원특별자치도 동해시 관사길 23-2 (발한동),강원특별자치도 동해시 발한동 261-199,37.55004521,129.1035315,영업,000-0000-0000,2022-07-14,67,강원특별자치도 동해시청,2025-11-04,4211000,강원특별자치도 동해시
광덕2구남자노인당,경로당,전라남도 화순군 화순읍 천변좌길 11,"전라남도 화순군 화순읍 광덕리 272-65, 광덕2구회관",35.05645334,126.9883539,영업,061-374-5269,1999-08-01,81,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
광덕1구여자경로당,경로당,전라남도 화순군 화순읍 느릅1길 13,전라남도 화순군 화순읍 광덕리 272-84,35.05798851,126.9887403,영업,061-374-7054,2013-12-01,62.99,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
상광경로당,경로당,전라남도 화순군 화순읍 느릅1길 13,전라남도 화순군 화순읍 광덕리 272-84,35.05798851,126.9887403,영업,061-374-7054,2013-12-01,62.99,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
지곡경로당,경로당,전라남도 화순군 화순읍 지실길 45,"전라남도 화순군 화순읍 다지리 678-6, 지곡경로당",35.03908086,127.0046984,영업,061-374-1441,1996-12-01,113.88,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
다산노인당,경로당,전라남도 화순군 화순읍 다산길 23,"전라남도 화순군 화순읍 다지리 239-1, 다산회관",35.04976396,126.9978975,영업,061-374-1614,1988-08-01,128.1,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
청전A경로당,경로당,"전라남도 화순군 화순읍 광덕로 156, 청전@ 단지내","전라남도 화순군 화순읍 일심리 670, 화순청전아파트",35.05875615,126.9925968,영업,,1996-06-01,87,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
청전여자경로당,경로당,"전라남도 화순군 화순읍 광덕로 156, 청전@ 단지내","전라남도 화순군 화순읍 일심리 670, 화순청전아파트",35.05875615,126.9925968,영업,,1996-06-01,87,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
서라4차경로당,경로당,전라남도 화순군 화순읍 알메로 86,"전라남도 화순군 화순읍 일심리 861, 화순4차 서라아파트",35.06312235,126.995007,영업,,1997-10-01,101.302,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
일심4구경로당,경로당,전라남도 화순군 화순읍 알메로 27,전라남도 화순군 화순읍 일심리 749,35.0574296,126.9944478,영업,061-374-2022,1994-05-01,84.22,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
순곡마을회경로당,경로당,전라남도 화순군 화순읍 순곡길 11,"전라남도 화순군 화순읍 일심리 306-2, 순곡회관",35.05530183,126.9978274,영업,061-374-4185,2015-08-01,34.2,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
일심2구경로당,경로당,전라남도 화순군 화순읍 일심동길 16,"전라남도 화순군 화순읍 일심리 64-1, 일심동경노회관",35.06273629,127.0017858,영업,061-375-6000,1995-03-01,103.74,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
일심1구노인회,경로당,전라남도 화순군 화순읍 용곡1길 21,"전라남도 화순군 화순읍 일심리 359-123, 용곡마을회",35.06116646,126.9982951,영업,061-374-0875,1991-11-01,79.93,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
유천3구경로당,경로당,전라남도 화순군 화순읍 안양산로 50,전라남도 화순군 화순읍 유천리 100-8,35.06928944,126.9973963,영업,,1900-01-01,468,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
유천갱정경로당,경로당,전라남도 화순군 화순읍 갱정길 5,"전라남도 화순군 화순읍 유천리 341, 갱정회관",35.06375792,126.9934157,영업,061-372-2772,1998-10-01,32,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
유천리1구경로당,경로당,전라남도 화순군 화순읍 유천길 61,"전라남도 화순군 화순읍 유천리 58, 유천리1구마을회관",35.07170264,126.9957505,영업,,2017-02-01,79.94,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
동구리경로당,경로당,전라남도 화순군 화순읍 동구길 7,"전라남도 화순군 화순읍 동구리 154, 동구리회관",35.07947508,126.9860727,영업,061-373-0286,2005-07-01,74.1,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
화순읍분회경로당,경로당,전라남도 화순군 화순읍 훈리길 9,전라남도 화순군 화순읍 훈리 63,35.06300059,126.9852182,영업,,1987-01-01,313.76,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
훈리여자경로당,경로당,전라남도 화순군 화순읍 대교로 58,"전라남도 화순군 화순읍 훈리 56-2, 훈리마을회관",35.06331746,126.9855398,영업,061-374-9303,2009-11-01,65.07,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
화순노인당,경로당,전라남도 화순군 화순읍 대교로 71,전라남도 화순군 화순읍 훈리 38-15,35.06354804,126.9872192,영업,,1999-02-01,108,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
신기3구경로당,경로당,전라남도 화순군 화순읍 부처샘길 8-16,"전라남도 화순군 화순읍 신기리 401-8, 신기리3구회관",35.0659643,126.9918943,영업,061-375-3951,1900-01-01,78.91,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
신기부영6차경로당,경로당,전라남도 화순군 화순읍 광덕로 215,"전라남도 화순군 화순읍 신기리 405-3, 화순 부영아파트",35.06475179,126.9908078,영업,,1999-10-01,0,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
신기여자경로당,경로당,전라남도 화순군 화순읍 도내기길 23,전라남도 화순군 화순읍 신기리 392-69,35.06749875,126.9899791,영업,,1997-01-01,165.82,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
신기1구경로당,경로당,전라남도 화순군 화순읍 도내기길 23,전라남도 화순군 화순읍 신기리 392-69,35.06749875,126.9899791,영업,,1997-01-01,165.82,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
부영5차경로당,경로당,전라남도 화순군 화순읍 광덕로 204,"전라남도 화순군 화순읍 만연리 244, 화순 부영아파트",35.063096,126.9927033,영업,,1900-01-01,0,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
부영3차여자경로당,경로당,전라남도 화순군 화순읍 광덕로 180,"전라남도 화순군 화순읍 만연리 243, 화순 부영아파트",35.06084475,126.9929982,영업,,2007-01-01,84,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
부영3차늘푸른경로당,경로당,전라남도 화순군 화순읍 광덕로 180,"전라남도 화순군 화순읍 만연리 243, 화순 부영아파트",35.06084475,126.9929982,영업,,2007-01-01,84,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
금호남자경로당,경로당,"전라남도 화순군 화순읍 광덕로 203, 104동 106호 금호타운","전라남도 화순군 화순읍 만연리 237-1, 금호타운",35.0623023,126.9907717,영업,,2005-04-01,103.36,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
금호여자경로당,경로당,"전라남도 화순군 화순읍 광덕로 203, 104동 105호 금호타운","전라남도 화순군 화순읍 만연리 237-1, 금호타운",35.0623023,126.9907717,영업,,2005-04-01,103.36,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
유창2차경로당,경로당,전라남도 화순군 화순읍 광덕로 167,"전라남도 화순군 화순읍 만연리 230, 화순유창허니문맨션2차",35.05974809,126.9922503,영업,,2013-01-01,71.55,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
벽라2구경로당,경로당,전라남도 화순군 화순읍 서라실길 4-8,"전라남도 화순군 화순읍 벽라리 265-1, 벽라리회관",35.05394562,126.9643057,영업,061-374-8905,1995-10-01,92.58,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
벽라1구경로당,경로당,전라남도 화순군 화순읍 벽라1길 20,"전라남도 화순군 화순읍 벽라리 143-6, 벽라1구회관",35.05174928,126.9666647,영업,061-374-4210,1996-12-01,56.43,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
광신프로그레스APT경로당,경로당,"전라남도 화순군 화순읍 대리길 41, 103동 1층","전라남도 화순군 화순읍 대리 935, 화순광신프로그레스",35.0593374,126.9770692,영업,,1900-01-01,0,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
대성베르힐경로당,경로당,전라남도 화순군 화순읍 칠충로 61-28,"전라남도 화순군 화순읍 대리 102, 대성베르힐",35.05730721,126.9760605,영업,,2009-09-01,68.34,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
대광2차여자경로당,경로당,전라남도 화순군 화순읍 칠충로 46,"전라남도 화순군 화순읍 대리 121, 대광아파트2차",35.0546343,126.9771302,영업,,1998-03-01,26.44,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
대광2차경로당,경로당,전라남도 화순군 화순읍 칠충로 46,"전라남도 화순군 화순읍 대리 121, 대광아파트2차",35.0546343,126.9771302,영업,,1998-03-01,26.44,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
한국아델리움경로당,경로당,전라남도 화순군 화순읍 칠충로 83-11,"전라남도 화순군 화순읍 대리 37-8, 한국아델리움",35.05844995,126.9783067,영업,,2002-02-01,93.5,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
대광1차남자경로당,경로당,"전라남도 화순군 화순읍 칠충로 55, 관리사무소내","전라남도 화순군 화순읍 대리 97-3, 대광로제비앙 상가동",35.05543168,126.9777404,영업,,1996-07-01,70,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
대광1차경로당,경로당,전라남도 화순군 화순읍 칠충로 55,"전라남도 화순군 화순읍 대리 97-3, 대광로제비앙 상가동",35.05543168,126.9777404,영업,,1996-07-01,70,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
매화동여자경로당,경로당,전라남도 화순군 화순읍 매화동길 13,"전라남도 화순군 화순읍 대리 97-90, 매화동마을회관",35.05726377,126.9784596,영업,061-375-0772,1982-01-01,66.33,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
매화동경로당,경로당,전라남도 화순군 화순읍 매화동길 13,"전라남도 화순군 화순읍 대리 97-90, 매화동마을회관",35.05726377,126.9784596,영업,061-375-0772,1982-01-01,66.33,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
회춘노인당,경로당,전라남도 화순군 화순읍 둔버리길 26,"전라남도 화순군 화순읍 대리 245-1, 회춘경로당",35.05524014,126.9713051,영업,061-374-4088,2006-11-01,83,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
대리2구경로당,경로당,전라남도 화순군 화순읍 오성로 568,전라남도 화순군 화순읍 대리 936-1,35.05263498,126.9705256,영업,061-375-2333,1994-05-01,82.64,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
청미래아파트경로당,경로당,전라남도 화순군 화순읍 칠충로 23,"전라남도 화순군 화순읍 대리 361, 화순청미래아파트",35.05389127,126.9742928,영업,,1900-01-01,0,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
대리1구경로당,경로당,전라남도 화순군 화순읍 대동길 6,"전라남도 화순군 화순읍 대리 167-1, 대리1구회관",35.0565559,126.9737755,영업,061-375-7856,2002-06-01,47.35,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
압곡경로당,경로당,전라남도 화순군 화순읍 압곡길 63,"전라남도 화순군 화순읍 이십곡리 281, 압곡회관",35.06963224,126.9692656,영업,061-374-3943,2008-12-01,84.19,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
은곡하촌경로당,경로당,전라남도 화순군 화순읍 은곡길 84-2,전라남도 화순군 화순읍 이십곡리 159-6,35.07653621,126.9722433,영업,061-374-3943,2013-12-01,122.79,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
은곡상촌경로당,경로당,전라남도 화순군 화순읍 은곡길 163,전라남도 화순군 화순읍 이십곡리 504,35.08150041,126.966455,영업,061-374-3031,1972-07-01,68.43,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
이십곡1구경로당,경로당,전라남도 화순군 화순읍 은곡1길 18,"전라남도 화순군 화순읍 이십곡리 125, 운곡리마을회관",35.08026683,126.9719249,영업,061-374-3021,2001-10-01,78.5,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
삼천4구여자경로당,경로당,전라남도 화순군 화순읍 성안길 6,전라남도 화순군 화순읍 삼천리 737-1,35.05715372,126.9837062,영업,061-375-2223,2013-10-01,99.45,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
삼천4구경로당,경로당,전라남도 화순군 화순읍 성안길 6,전라남도 화순군 화순읍 삼천리 737-1,35.05715372,126.9837062,영업,061-375-2223,2013-10-01,99.45,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
한식동경로당,경로당,전라남도 화순군 화순읍 한식동길 16-1,전라남도 화순군 화순읍 삼천리 216-18,35.04210019,126.9843486,영업,061-374-4201,2013-02-01,87.92,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
삼경노인회,경로당,전라남도 화순군 화순읍 하삼길 7,"전라남도 화순군 화순읍 삼천리 476-4, 하삼경노회관",35.05219518,126.9852862,영업,061-371-3729,2005-07-01,112.26,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
삼일노인회,경로당,전라남도 화순군 화순읍 서양로 159,"전라남도 화순군 화순읍 삼천리 1012-40, 삼천1구회관",35.05200359,126.9890986,영업,061-371-7299,2006-02-01,310.75,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
부영2차경로당,경로당,전라남도 화순군 화순읍 광덕로 155,"전라남도 화순군 화순읍 광덕리 300, 화순 부영2차 아파트",35.05880542,126.9908319,영업,,1995-09-01,72.48,전라남도 화순군청,2024-08-07,4900000,전라남도 화순군
